,Fp1_(Theta2+Alpha1),Fp1_(Theta),Fp1_(Alpha),Fp1_(Beta_Global),Fp1_(Beta_Alta),Fp1_(Beta_Baja),Fp1_(Gamma),F3_(Theta2+Alpha1),F3_(Theta),F3_(Alpha),F3_(Beta_Global),F3_(Beta_Alta),F3_(Beta_Baja),F3_(Gamma),C3_(Theta2+Alpha1),C3_(Theta),C3_(Alpha),C3_(Beta_Global),C3_(Beta_Alta),C3_(Beta_Baja),C3_(Gamma),Fz_(Theta2+Alpha1),Fz_(Theta),Fz_(Alpha),Fz_(Beta_Global),Fz_(Beta_Alta),Fz_(Beta_Baja),Fz_(Gamma),Cz_(Theta2+Alpha1),Cz_(Theta),Cz_(Alpha),Cz_(Beta_Global),Cz_(Beta_Alta),Cz_(Beta_Baja),Cz_(Gamma),Fp2_(Theta2+Alpha1),Fp2_(Theta),Fp2_(Alpha),Fp2_(Beta_Global),Fp2_(Beta_Alta),Fp2_(Beta_Baja),Fp2_(Gamma),F4_(Theta2+Alpha1),F4_(Theta),F4_(Alpha),F4_(Beta_Global),F4_(Beta_Alta),F4_(Beta_Baja),F4_(Gamma),C4_(Theta2+Alpha1),C4_(Theta),C4_(Alpha),C4_(Beta_Global),C4_(Beta_Alta),C4_(Beta_Baja),C4_(Gamma),BPR_Fp1,BPR_F3,BPR_C3,BPR_Fz,BPR_Cz,BPR_Fp2,BPR_F4,BPR_C4,PCA_x,PCA_y,cluster
240,2.927067600108871,2.8974557442344255,1.9736048452127626,0.6328844109826005,0.36273454053225185,0.7031347517781906,0.31719645726714896,3.27541618497339,3.095835379544046,2.211279291330326,0.5712146145720666,0.2649716391597849,0.6516124311488173,0.2255590287642748,2.566320669366888,2.7093425013864674,3.1914342958318285,0.41984832931658744,0.17795069762065363,0.474431412206141,0.15010703797050817,3.398882749522921,3.357717183279861,2.112207940740086,0.5337864625865752,0.2285734987900495,0.6372257616041165,0.19468421824155357,3.478689774669066,3.9013159766484358,2.116618401147268,0.44000226006626253,0.1867465701386215,0.5092283149100916,0.15813059130050755,2.472798211354698,2.726137852332452,1.8173117945090613,0.69815555295012,0.4249530456427355,0.746254376688584,0.3907075925393122,2.8358197915953314,2.708639722368124,2.2271132050028566,0.6577817702231527,0.3201004222725198,0.7589403275969401,0.2687611881208654,2.659805947703139,2.905633336258192,3.151890821972389,0.36912784385267705,0.18202970410561897,0.4179193630940524,0.16316746841731095,8.658123346753172,13.405287772958497,15.282823623472135,16.163692026078085,19.53277557184498,6.395484538538367,9.55518909050089,14.601726294318588,-2.12361165773472,2.036040404096686,1
242,3.1187100537244508,4.137369437257264,1.2524133544750975,0.6747523735223756,0.32864539855459646,0.6502038590215105,0.26941742264981366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3717746425681656,4.662941280676562,1.4984378244948429,0.4853605319406355,0.18220086760288226,0.5839411243299786,0.15346276565857148,3.827277089820888,4.600052075919112,1.1523354951153668,0.5365743548601545,0.2708928085490733,0.5286424960412893,0.2339587777979748,4.047120350558344,4.753644629356967,1.177037022014172,0.48350909450850144,0.24297301332662916,0.49333104709027054,0.20964340703498885,3.0927798526219,4.127289208767208,1.2434788328038109,0.6758859027344369,0.33626282319334655,0.6548964034497404,0.2772172559790304,3.9890963952424876,4.697192754618394,1.1727660071311052,0.4742531356433562,0.26189235027302665,0.46078137383827017,0.2304293292893794,4.441066610690046,4.91861381165548,1.1536616074572004,0.4102615454806507,0.21595276322562706,0.4273300905110145,0.19470026949691455,11.547332479788391,0.0,19.614056623826738,17.29352496917977,21.4687844410206,10.990544258840943,19.50773530174788,27.570031429287422,-2.9858244697276835,-4.2659874897934404,1
243,2.3263589257043904,2.4246059294101068,2.5914428169878283,0.6422454605077681,0.33963246988235196,0.6957457109129603,0.2997586703448892,2.264321750759407,2.760328674555152,2.709412993655354,0.585157116802909,0.2609810130798586,0.6753644255103877,0.2257286828193799,1.7921025717443435,2.303332472723073,3.6246012024043393,0.4463864550935647,0.19140306477089647,0.485269761334369,0.16270505417558176,2.069483087150633,2.819440280734205,2.6864817274532773,0.5740084501177841,0.25097081199488386,0.6577651128230783,0.21991618987788472,2.2017497094505134,3.2680420646441277,2.5018435541539668,0.5158485622080157,0.21732273468612393,0.5731992182272287,0.18793042092771176,2.13223196699055,2.6424198847561358,2.7479728741004936,0.5859303955249521,0.26822046204283195,0.6632704262852632,0.23848100725708624,2.0066868707531484,2.66118223383118,2.461942430298759,0.6476202766123711,0.3030593091414902,0.7323274039483805,0.266964305738876,1.8115553616058004,2.373156697452113,3.5230120689408477,0.4447802441233312,0.17921288946433672,0.514127647191829,0.15623823351629645,7.131992757957119,9.19498627330531,9.527209787187537,8.585797517649551,10.71846050186848,8.277966194836615,7.033821676441261,10.355397315125959,-0.8149107062759944,4.476912257290712,1
245,1.9059277908138876,1.8374019583343562,1.4614287549356435,0.948264218125132,0.7291923403741573,0.9478620118566368,0.6108769554237176,2.8145682769952662,2.7060846887858796,1.9033169646576737,0.701453117338535,0.43164115271672726,0.7288270592236107,0.3687171383155026,2.851193567698976,1.9401819761447268,3.4054044721708365,0.4554792830617323,0.27799910021998453,0.500404835433569,0.23430162467187535,3.0313240644588832,3.1002578031703547,1.9019243079213097,0.6608548857390325,0.36160741473195157,0.7089814880596245,0.29901861703788507,3.615905838987829,2.8308375436052184,2.5469195249759227,0.48507602738045,0.272160315606754,0.5400325203641417,0.23438121277058663,2.266622424036147,2.1932769605345444,1.485795233315867,0.8760013908604645,0.6443808994856041,0.8919633176990968,0.5376185821888579,2.4911282290684853,2.5553376481020855,1.7162560861328324,0.7562595288864178,0.5266641555015629,0.7835371440625264,0.4338294360292316,2.6850958346390774,1.9789055355484961,3.1833207274237796,0.4895513701431993,0.3087017236716514,0.532134748714437,0.2639607296777587,2.727726206631339,6.889049887904196,10.983644819769394,9.17088175878194,14.459184317370982,3.952309944812777,5.00481175331191,9.367349925180323,2.757383995770982,3.8268086628678515,1
247,2.8856963725763967,3.718532771887084,2.1442650167601136,0.4786178846829813,0.2334727083497613,0.5332185947178695,0.19969678328836196,2.7854966337792026,4.855150329434236,1.5464636971725374,0.4492819169270515,0.1748180791569714,0.548692387196483,0.14613696568968562,3.5386321213664207,3.0942496387417617,2.7476065401222254,0.42528234069304954,0.19569965710867074,0.4921749527111966,0.16808722060531353,3.517597874096657,3.1898429238025354,2.8036844471166082,0.37872229521847567,0.17811349406975346,0.44286346068962623,0.1546720413569512,3.1673933168847923,3.673208066389704,2.246406169215159,0.45131586766672377,0.19514372946665198,0.5026892267310021,0.16862124292456704,2.7055194161988476,3.6806156325603387,2.034956712939756,0.5254307374679085,0.270301956091829,0.5564665785661628,0.2350392097641936,3.2435560947015887,3.5438330923000327,2.018502406489902,0.5153840278817774,0.249213572204784,0.5959917536925101,0.22805378453131897,2.6682323031437924,4.26581242255071,1.5901412766745908,0.538497287371772,0.23457784711463173,0.6363672591820042,0.20148519093219508,13.655779491738954,18.464278835325526,21.614718498667006,22.389557180887756,18.274473856126846,10.340477343693614,13.780290021586014,11.97082380488919,-4.096205043794988,-0.4993379363278355,1
249,2.5210567075430896,3.680632747162166,1.4015910637190332,0.6065057104099669,0.34877412569623584,0.6166208546884687,0.3146779006988161,2.4377646333719842,3.9660575511473404,1.2903787683812105,0.5640096109676613,0.33785277801576935,0.5796458194620946,0.31492260541675415,2.4093168366600994,3.4692419007088744,1.7911557182914093,0.5798232801918344,0.333233037559612,0.6154126056469367,0.28697252593571076,2.7227049287390095,3.9336315908792026,1.3887847552950925,0.5922194111114527,0.31820777992418675,0.6314684280923107,0.27585238605532636,2.5058929148005107,4.0051430626546365,1.4546369125231404,0.5576736323073181,0.30718737311354255,0.5892120957443909,0.2663057462925895,2.1766228309538853,2.9688716657171312,1.2614909932000218,0.73509442581123,0.5086679293900728,0.7407518954145418,0.47509756709869183,2.403571920800299,3.5585041649202704,1.7172296377042924,0.7225189775157836,0.2231336219411619,0.9483075247016707,0.19510095496163196,2.49517052291707,3.5333765234911616,1.5867185724704935,0.5993678738884196,0.3379614043905064,0.6406556819855389,0.2997573030013498,8.360981239938917,7.685077524726085,8.128919254049597,9.751511584703458,9.329274012055798,4.605337623578825,11.496809057866534,8.550504337576076,1.800482550025981,-1.4162623127127558,1
250,2.96383496793605,4.228337449974004,1.510094945689103,0.5149964702291804,0.24911502249104026,0.6271341883184143,0.22079289163907417,2.6082333499068207,4.562699216610519,1.585145627256533,0.43954714316770405,0.22242771064823016,0.5069076854643844,0.20207824463753984,3.2266855697627137,4.442250194030798,1.6337934638554508,0.45954866699561975,0.18187597753401943,0.5773326295359769,0.16049279966403532,3.0951485300399,4.2269195024541615,1.5464016868309192,0.5021869948339939,0.24958969393336594,0.5854158288329774,0.2282774752888758,3.1557139372774783,4.904495363047491,1.485316754798601,0.42008586132297165,0.15191082386457647,0.5313558710890828,0.13224799165404613,2.2637428459361426,3.290140345756693,1.2254507644169719,0.6731068633729497,0.5228776152390106,0.6805185727434048,0.4976455543865489,3.0960309046312258,4.199842881460267,1.5571161512166796,0.5004673160971761,0.2550141049227951,0.5821183019131505,0.23340209545327711,3.047587917495644,3.9912856446913403,1.5480701179263179,0.5307283222168645,0.2584028914593351,0.6461033036749692,0.24287796178815774,12.837572056653718,12.839202964002775,18.920309339651155,12.79610549641928,22.114500279909116,4.475100345693594,12.899809254265836,12.664314957750932,-1.888144238585297,-3.3742630763088135,1
254,1.6369522877322853,2.5957452176813,1.3530488561851646,1.0778023711878695,0.5990185247394378,0.8917503899132253,0.5011353636775617,2.437641710389395,4.326589106118161,1.54834713553196,0.6054825372141205,0.2676529032601024,0.6144694636604833,0.21797227687309506,1.807155652049226,3.289548043197723,2.713462755403628,0.4987951591806541,0.2145352628800449,0.5171454150270937,0.18400212937405355,1.825676193472002,3.4285649376409846,2.4435041260118466,0.46941462988244864,0.2503839769057775,0.5157125507801713,0.2236629830147772,2.185578821459457,3.911746277936154,2.4791082292797406,0.39926387032035937,0.15665238160033296,0.47707137956426965,0.1387862591487102,1.8538063518262984,3.5942854736924192,2.5243042761982175,0.43741258933107735,0.20520820585056396,0.47641131266307596,0.18180782078119742,1.7695436293906723,3.3295791006599598,2.3680654658016316,0.4918263474660336,0.2789253756029864,0.5341833219054861,0.26106890416007084,2.161218060010271,3.1719463521483053,2.358107495710147,0.5780508288356838,0.2501402125346197,0.6885854910754231,0.20988758536078836,3.137747311088818,10.092064270651226,8.533322792468487,7.737477128940498,15.414443264957644,9.615471760472534,6.623759207275474,8.6255322171052,0.20399436670951138,0.6245321942951223,1
256,2.577396756467024,3.7683550239317927,1.2119279596016932,0.6339016713057086,0.46133886999800416,0.5590094269940524,0.39669965458281825,2.330042396486355,3.1726902653039515,1.2916090150612967,0.817671580009506,0.516524395935398,0.7402598029392768,0.43593816793737633,3.614874057329278,4.254794161320027,1.6368580502019126,0.41987586040946345,0.23862390525666666,0.43274069075702665,0.20958705604421302,2.680592014306182,4.544845586013443,1.086096180678374,0.5660892170934713,0.32066753606919307,0.5541402011478974,0.27293459809842885,3.9013268145162203,4.613920956988811,1.4790168248129378,0.3390922430368511,0.1877569237892656,0.3601282326633151,0.16771813323993146,1.985232611917274,2.8968526936951653,0.956921390134639,0.8384707134075087,0.6886793040387342,0.7341661208902692,0.6005600994222567,1.7249558023493587,2.8246003612348054,0.8724258778340337,0.9369660557955647,0.718109258352306,0.7955645192091886,0.6041626448848915,3.3079257532364346,3.961537816454035,1.5885843442404304,0.4857817814392276,0.2985663218108026,0.48502599824245485,0.2580975531262453,6.476714741522497,5.318184542829006,17.845121111459644,10.034511682523457,26.820486346591856,3.269386311009879,2.7983368828131474,13.080999556079817,2.0485985892538134,-2.338265150025455,1
257,2.3828065531136557,3.545559923888479,1.4124355324669202,0.7739800790209814,0.4793760195066035,0.6410146679252285,0.3881185369810394,2.7137728511939776,3.6702974920595435,1.7004666220336682,0.6409260051456322,0.34701684757482104,0.6414353132487177,0.2848223746890471,3.1447563480654885,4.097152492462819,1.7475099194747012,0.5149799472760966,0.26095565534443727,0.5359183862653953,0.2152732117055989,2.726015011174374,4.43600148597716,1.5563695690825001,0.5189557558397198,0.23028784160989307,0.5721350287840179,0.19527938128121491,3.2766504646510755,4.4303252628289185,1.7654492696884565,0.4262847123094576,0.2039517978818851,0.45698081251744144,0.16963515502347495,2.788152922828502,4.529535210526709,1.4702468200461933,0.4965774469212517,0.27679650775128195,0.4889546299088943,0.22759802731964426,2.6665123899603977,3.86979520240443,1.6158302330576877,0.6306395989825656,0.33668929851166546,0.6267792902520246,0.27444807983208963,3.5137924075977556,3.7972032109099065,1.9993441138431498,0.5056577332551814,0.23835747550578334,0.5644529829613173,0.19825037788369876,5.354259836144686,8.271546716385943,13.162125084229556,12.96935940975122,17.61782750990196,10.651081621578719,8.642624099146575,16.528002554338382,-0.9927651114624081,-2.1894261406728455,1
258,3.0154248845121163,2.9118257494930337,3.0949161543927084,0.40725231095124664,0.2282794858201442,0.4083438641251177,0.19227042492776,3.167695262800836,3.1177591812863916,3.102104625759644,0.351566878018739,0.19729694028922923,0.3596530314539582,0.16598102308125137,3.28161093984187,3.443776339245794,3.1452010701893256,0.26401956069599375,0.13123268177492697,0.3087807258349726,0.1123843640482497,2.3303848662208333,3.0688372146019836,1.5257488545962368,0.7050961373171422,0.45565000454187365,0.7812518338450835,0.41819954373383783,3.737020200982739,3.840172847073151,2.7632840114036994,0.27712507065792497,0.1356621902084185,0.3186993620598892,0.11777378754950771,2.8763029856366478,2.8658697916300446,2.7071339736622475,0.4897613513027104,0.29689413784280294,0.505359197214923,0.25248364199046014,3.100104213240252,3.190074179575859,2.7177464565690403,0.44037573191702045,0.21419813690160566,0.5115344413722944,0.1841200028641596,2.8598670571857756,3.549018683583793,2.550029599147446,0.34705279514953985,0.2041795843193179,0.3942922040204899,0.1901985709132889,14.204322303828748,17.147320994280722,27.65650286537055,5.373661164465398,31.4397429387679,10.259407978823706,16.039466850270532,15.026681021034838,-5.261942436074825,2.351428873052438,1
261,2.0408407047803596,3.5096652795331895,1.3117514523154816,0.7311436286001707,0.42328344351959635,0.7957118394178873,0.38189173079216615,2.114296774010669,3.8940444974532817,1.2636183637947467,0.7141519740951859,0.3633267184794132,0.8010772100302624,0.32216533800178054,2.1134136454597074,4.249972388313756,1.3279384872020485,0.5877259841680896,0.30703636939168455,0.6718047309468044,0.2778693633916625,2.21572025121827,4.9172774023147685,1.2075744969898,0.4978252547095214,0.23575309177372367,0.5938459391389064,0.209256128691618,2.298079207190244,5.325881085307706,1.101395834396005,0.39962472675916133,0.2073199210968351,0.4761869278919199,0.18951662877000766,2.06435520273887,4.370119638539139,1.1347838780796835,0.5995000415596315,0.31981436044361683,0.6841178275632797,0.2901538619729539,2.2475939773535605,4.334694573973674,1.2790868774798636,0.5918636076020484,0.2924466924662084,0.6847987164692804,0.2585872017004525,2.3382114572012322,4.743738192721375,1.321511455855269,0.47788808847222136,0.2235430951451395,0.5608525486227766,0.2011992756313478,5.017064905646012,6.11025367562797,7.699427104990509,10.13611532086334,11.865725961500274,6.858690960861791,8.607992330622729,11.653734268669332,1.415566388880902,-4.269330395108191,1
263,2.9541079446385416,4.788914284307735,1.2441884343430112,0.4594492698680579,0.21736493755787237,0.5398364232595587,0.1903549604177886,3.0226183735701144,4.696326821374143,1.2781184010963815,0.467224874166195,0.21939785855851257,0.563842245063831,0.19491265207007527,3.1600250864942194,4.984481752924101,1.3682469869780927,0.3709954666885219,0.18250183262804842,0.45040845075522457,0.16317592318669055,3.0728976029037365,5.041209415579918,1.2925268651777704,0.3997601724569266,0.1684656000063633,0.4967351984737466,0.14830213702033748,3.545858209344485,4.945700209753289,1.347871374624908,0.3452308896764804,0.15403516040737614,0.4311345143843584,0.13745935145958063,3.0153391737714443,4.333744534471759,1.3518456365557214,0.5492506975305852,0.24276855603866246,0.6401278189782088,0.21683729232295385,2.9106345366923496,4.282421372180847,1.410953131610155,0.5048519003323436,0.2595932283031643,0.602644527360298,0.23111622366793297,3.1800096054878657,4.39338612616491,1.3479502418839189,0.5179573123295712,0.23478800658337598,0.6212075717388841,0.20628617237831406,14.521991810860603,15.304825750126694,18.81651953253077,19.91071015809178,26.679328172815588,13.245521980097635,12.911663685499787,14.487577877584636,-3.730764992228379,-5.146416288050334,1
265,2.676389388509925,4.054449075269832,1.8607477872164535,0.48976582436941574,0.21577661417769414,0.5900843902027659,0.18275064825988116,2.576090813646233,3.7917221356545183,1.5686091401999716,0.6138635500690475,0.32132360399378107,0.7020781966653776,0.2889298366127588,2.3738419958888795,3.759172223260418,2.4243137754477795,0.4313669104383663,0.1833450731756222,0.5254663642554933,0.15407717600175147,2.7038029244754833,4.443134689738063,2.074187121186074,0.37137962771469557,0.14926989036833432,0.4560416451646119,0.12378874712121626,2.8288022225204035,4.796796596534734,1.7974878016222393,0.349842377442705,0.1484475771071963,0.4299630344637412,0.12735090511498312,2.4939179350867366,3.942975770866273,1.7521822305073866,0.5313274574364153,0.28956972119273,0.6093727841172071,0.2516754825549006,2.602767037068041,3.6995130182679823,2.2918526613605943,0.48919566312007146,0.20882194132279086,0.5765808204436561,0.17266755793134983,3.04452694682098,3.877544645794065,2.5640379297061022,0.34293280967510076,0.12920386261587324,0.42757155595973956,0.1066491876107323,13.247343452003529,8.379957839036617,13.796520400023443,19.312801296918355,19.822081932249688,9.820750582369685,13.15193391782293,23.98431993736037,-3.5879762262909694,-1.669137134510671,1
115,2.363047086890999,2.3876397531943936,3.0274267569018174,0.5406005981987657,0.26145877110059385,0.619393469877527,0.2350458026072652,2.4872901045719518,2.3963971828837822,3.424639431926405,0.4572179606147139,0.19481371652154342,0.5253996172232661,0.1651110105401636,1.9081128479055645,1.8067416897293163,4.3222406323066975,0.344039953737114,0.13484564389699003,0.38769937261533444,0.11631730582646768,2.510940211395089,2.4765566239621704,3.4296658184609954,0.4431309370524555,0.18841664195802083,0.5008764308928176,0.16047950795898433,2.2438057780990257,2.2011231543362184,3.9392681740294067,0.36632711506941673,0.1520885079469596,0.4113899907694092,0.12779495294132032,2.462079703699481,2.4478828946404296,3.044505542063723,0.5426185133779422,0.2535858105566523,0.6244455821952594,0.22317552867483342,2.518885828721236,2.354572539077144,3.388302210165166,0.480677404091004,0.20241351414231254,0.5588922453021122,0.17569519147252452,2.043072578708492,1.6327073844593014,4.413724158190944,0.3525590356158061,0.14035797398806146,0.40618327228998685,0.11929031276109109,9.329259712763582,13.433661074039671,14.753620563164139,14.186240091207154,16.165729184849155,9.990570691937164,12.924390034825045,15.426530758115062,-4.667223972391677,7.195431264763426,1
166,2.9163794596124264,3.327686831101907,2.220349595119331,0.4458787177826048,0.31332590552552053,0.4819943411045693,0.28517183883229796,3.0545107059711696,2.9963616233497254,2.724769146412741,0.4363957373582822,0.2907019506866368,0.4340238984266213,0.25142729711854805,3.261756438883227,2.5700166259508537,3.547464710445911,0.3345950603657258,0.18453092736907448,0.37008467336969025,0.16326295361945078,3.1976077858721443,3.171565823799034,2.699549779548289,0.43034975417634064,0.25988957422686915,0.42748138692689336,0.224979740808023,3.272936803404507,3.25163138810008,2.9951349354999808,0.32147080590868216,0.16725657152700893,0.3579927769793317,0.14539761685164831,2.9510890126629254,3.3842231261044264,2.2186078270399365,0.45848651516559225,0.3000661396909155,0.49447823438407,0.26749875129624573,2.437462822295662,2.8404381075848204,1.9150571705300854,0.7404664930390703,0.4089772582936487,0.7921317795001104,0.3574380636416121,3.2645402925840656,2.73736663237351,3.221160826652604,0.3556643125725392,0.21158397567760456,0.38117795218994704,0.19041464840756006,9.694958907863462,11.730866590695316,19.806655592897226,13.740254442592999,21.189638287077695,10.879325888231019,5.92874942264476,18.061396832601655,-3.934174521184573,2.9198021381951835,1
113,3.627342050683247,3.034088959393365,2.945344218491254,0.40206669547100143,0.16395680490145678,0.49874849496627965,0.146782626542043,3.726343976307506,3.0335557068108567,3.0823050642901295,0.3774399920628653,0.14288450581330428,0.47620450935507386,0.125169998114148,3.6020631069234064,2.8203290879983345,3.4564333412237893,0.34369411326314425,0.11605987738739199,0.4335661409798761,0.10327402345379294,3.705138687758435,3.316095616231423,2.8840721048205573,0.38183824063845245,0.13916762759041554,0.4835309102215355,0.12195989546147887,3.7345133492595033,3.474852495048878,2.808962190539058,0.3586942991059282,0.11800735534440139,0.4574028514351907,0.10329774198432932,3.4573170404181606,3.3513332534509965,2.7004045616700476,0.40431164214618687,0.1737075379702851,0.490754449033817,0.1574026708466664,3.609726694133155,3.222806418409455,2.723069288881975,0.43635387750302856,0.16271701533090493,0.5499062022333676,0.14425501601514765,3.601804616381657,3.062375955738528,3.0863367086785387,0.39579757906671725,0.13400169729276615,0.5104311363211274,0.11791812596674942,23.798983989560877,27.825048844668864,32.329312781254536,29.378441773309472,35.4485035052902,21.95949041970005,25.044376195902394,31.44633123119529,-8.893722265021488,2.8260664623421383,1
45,1.6949927143891281,3.301740452820921,1.003508037792648,0.7509812532480459,0.509872005968406,0.814064636523936,0.4941270599480293,2.1752231141153744,3.9033407019988204,1.2952923809198413,0.6333813416577111,0.35294510266344264,0.7422680885180307,0.31981372757095067,2.496208156617705,4.094858303011959,1.503882303524363,0.610012751604875,0.27332475196450884,0.7001203480377726,0.24543640964656788,2.6462064306510698,4.83137107460998,1.129473602148271,0.5001997063115616,0.255825330576474,0.5628410754554477,0.2358443823790319,2.3621292868690817,4.0698733423595295,1.2251067985610262,0.6270351276306265,0.333113884035841,0.7057611838797091,0.32193722956347826,2.0844082472087497,4.4696682153471325,1.0924224634029818,0.5763203591857128,0.31441596562529445,0.6657786394470155,0.2984857865213472,2.09043728922099,3.80552808765751,1.3342207689896568,0.6822100518048565,0.3394337608089903,0.7716939996265003,0.32060499694554867,2.302728416268047,4.108084414236172,1.4180576633213293,0.5930195758257161,0.2964859027389591,0.7084366481925551,0.27162660037486097,3.760216626111351,7.583459974307931,10.071049781691382,11.383739291754962,8.580205718239275,8.376323577826373,7.041270894954529,9.47786405095923,2.7551844469802766,-3.0217655143536644,1
47,2.6234829832729587,3.5793585305254556,1.7758865387774136,0.5758772272703098,0.3260712985816497,0.6025305099459377,0.30464987550857003,2.7038575201146884,3.7215523989537296,1.7441800936423901,0.5795665536874687,0.2674615349110982,0.6842596859667895,0.2429240457940674,2.9320242078630385,3.557316949981015,2.3283439423901853,0.48073001114305375,0.1869491614152802,0.6079372413184353,0.16918808120942946,2.783099689774153,4.104215575692447,1.6297380439467506,0.5243276086287874,0.2330690150579903,0.6285702244588125,0.2128027708824784,2.8329668759081534,4.2861032578617335,1.8927008143353472,0.4350915364312021,0.17351186474307714,0.5371644274357122,0.15645495243564375,2.4107715432633734,3.079750407116938,1.5433629239754323,0.715747436274705,0.4308270433156986,0.7389607935764648,0.4046124489671851,2.610312161337296,3.651406244643767,1.6857453825813666,0.5921534108135966,0.2985997792967002,0.688159611853142,0.26943041098749604,2.8061724700212816,3.245368716290842,2.839257517417854,0.4063416762257069,0.1626576495819782,0.5057895279487883,0.14510901944484433,8.636413008506324,10.688946854598946,16.69881681044804,12.478660548479203,17.097260542939082,5.92977682397022,9.31449198881392,18.918985966033937,-1.327776333466245,-0.6604616543075303,1
48,2.8444319641711475,4.361138913229364,1.3108110926029235,0.5539000194439658,0.30013928262101636,0.5983344903905597,0.2616211672201328,2.836039580002986,5.034218385071939,1.3059629476745527,0.3833790192665561,0.21261041992722052,0.44032030165530195,0.19112763648198336,2.8968812094493765,5.181564474566776,1.307047464021742,0.39063985817756225,0.1757683256415163,0.4763148915036687,0.14841217225813796,3.125265262585399,5.115800643706756,1.2907896483148422,0.40718945697203673,0.18169748013651935,0.4832579949428402,0.1522147160784814,2.8731695528090384,5.19958030274852,1.2930138330742849,0.3912476849950798,0.1770390040538842,0.47143090705440327,0.14939636015086324,2.973050300746891,5.1313883337114,1.2429188760947936,0.42101540703365653,0.19390133581249383,0.4952546793988186,0.16378951105730638,2.814614129702449,4.738879403366768,1.3184819478517444,0.48442178379754136,0.23975523789488232,0.5628843266009258,0.20022300174150248,2.827163382799388,4.996171566402256,1.3409233277519763,0.4106303236035235,0.19524737153280453,0.5025543759128187,0.16315387229297212,9.93124006434912,14.073319299080847,17.539996482307846,18.56368078362563,17.564033206968702,16.33208351803789,12.550680602370894,15.809378721764604,-3.6387527784365723,-5.887020584969756,1
49,1.9065645389280605,2.4586009623224223,1.2814670334352534,0.9631667707343258,0.6028092602954543,0.8923306240167157,0.5338882942464108,2.5139568564501342,3.070623213704524,1.712696303978893,0.6933928685802788,0.4457297205102074,0.671679085025196,0.38425673675294775,2.728545346991049,3.1524433485916457,2.3135528049115357,0.5158178427456921,0.2944732760892237,0.5387280649186984,0.263602355582739,3.0126524838187922,3.9054680359309613,1.7318596690445613,0.5425048707012669,0.27687934102804984,0.5864674032709114,0.23959102163000148,3.3333952612270985,4.290363407817461,1.8028575161041422,0.42488711235234167,0.21060089430160417,0.4761050751907113,0.1828605084709786,2.706906777546735,3.656821899644123,1.5249204494686155,0.5992858418676362,0.4003783274224535,0.5651606671309446,0.3545948614951333,2.8458371303540684,3.904909866304896,1.6037578362893237,0.5374406463114841,0.3046091569083837,0.5816319600636567,0.27426868614274635,2.9759091221428116,3.8967465348299832,1.872258762804925,0.45229485377923323,0.2535415646707588,0.5049986123547405,0.23211283552637543,3.3557856975450933,5.903797908417796,10.089940985439426,11.557704838848341,17.16829586628485,7.194896940807158,10.16720754779416,12.723246408652404,0.6624512653214951,-0.675105717081072,1
51,3.4496506737613153,2.495637872614104,2.5161214606585784,0.5095287694418471,0.35159817362417095,0.5364785408743996,0.3152113994580838,3.567261211534846,2.665427325366672,2.6991652576536085,0.5114973426485867,0.29318033536450194,0.5274745463482211,0.2506873850340849,3.519696177314655,2.67371516397912,3.2958545480410555,0.3676010725068208,0.16733642424884979,0.41802521238065393,0.14034890434041886,3.7143971391288284,2.961856017090985,2.6432418367440866,0.4621713891352231,0.23680691981287588,0.5235543140092365,0.2009555643910064,3.8126543480236834,3.275662970864245,2.873464920923227,0.35579992377300423,0.15595444703099529,0.4127245678514287,0.13071532174426043,2.5639230018705903,2.1487197831293328,2.0441696555380253,0.6911177094870823,0.5543767163312516,0.6240314118875678,0.49851431918420663,3.098822880239879,2.356216082245979,2.7377784185902163,0.5794005039774907,0.31523129231720076,0.6335151270110762,0.26314391842545237,3.343655084407093,3.020866058163953,3.0569573275442132,0.3208931606080128,0.17540860212423579,0.36284537045142395,0.161062129980792,10.297472684986769,13.147569313808528,22.707184640031215,17.081980119694933,26.298690352000538,5.018773193174783,10.445089048012326,20.291967390940226,-4.150508031286042,3.755319170891805,1
55,3.3339218684946066,5.364788149263614,1.0893689098006847,0.402107073949104,0.16030794699466802,0.4972267227764048,0.14473952864912426,3.526112102032369,4.958540319122881,1.1493418019691322,0.48214592070529494,0.1885715654200174,0.585146803010515,0.16715781013854147,3.803245453213009,5.030367701472798,1.3617644198166612,0.3993033814885283,0.14199180289718905,0.5082255954004125,0.12497315169222056,3.3938724887899765,5.163354836429624,1.1019080582877763,0.43164126343793513,0.17401147330878802,0.536538812053857,0.16424245253075423,3.6481686085795597,5.276596066543546,1.2495849565849406,0.37097082907498635,0.13144912716794774,0.47243648125440674,0.11840871084226692,1.2676532511081502,2.241623878749788,0.5441479839269853,0.6293948901775509,0.8446119189590313,0.5014936213950612,0.9447331038678343,3.159219007925502,4.683995974261945,1.144745872244286,0.5325385818874199,0.24220017658551335,0.624566241555379,0.21966864124953828,3.4840228015696475,5.238974069038923,1.1408178886994702,0.35197811942385393,0.1897319500227773,0.4120158404583988,0.1877081376388022,22.54083518061524,20.64813096415055,28.74649783619195,21.571639615903397,29.79702862993828,1.6381328004754119,14.349822099426989,20.18476279804147,-3.543129425801804,-6.0942409029045965,1
